id,name,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18
39,ÀÔ±±≥Ω,194.82,194.82,242.19,242.19,242.19,270.03,303.03,766.9,766.9,766.9,766.9,766.9,766.9,801.79,801.79,801.79,867.9,867.9,867.9,906.02,906.02,906.02,906.02,906.02,928.56,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1219.9,1243.36,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1273.15,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82,1278.82
40,¡÷“·,206.69,206.69,242.09,242.09,242.09,242.09,242.09,242.09,242.09,242.09,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03,290.03
42,—œ’Ò”Ó,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99,270.99
44,µÀ∑≤,889.2,935.78,935.78,935.78,935.78,935.78,951.21,1064.25,1064.25,1064.25,1064.25,1064.25,1064.25,1064.25,1064.25,1064.25,1064.25,1064.25,1064.25,1064.25,1599.57,1662.64,1662.64,1677.36,1677.36,1677.36,1677.36,1677.36,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1,1693.1
45,∆Î∂˜”Ó,198.37,198.37,318.04,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18,362.18
47,¬Ìæ≤,148.95,148.95,148.95,148.95,180.21,180.21,180.21,180.21,180.21,180.21,180.21,180.21,1111.15,1111.15,1116.53,1116.53,1116.53,1116.53,1445.51,1514.96,1514.96,1524.44,1524.44,1530.13,1530.13,1551.65,1551.65,1551.65,1554.1,1612.44,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1653.68,1674.42,1674.42,1674.42,1674.42,1674.42,1674.42,1695.61,1695.61,1695.61,1695.61,1695.61,1695.61,1695.61,1695.61,1695.61,1713.01,1713.01,1749.75,1760.61,1791.36,1791.36,1791.36,1791.36,1810.6,1810.6,1823.92,1823.92,1823.92,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21,1826.21
58, ±»–¬,171.19,171.19,171.19,171.19,214.38,677.17,1261.18,1340.09,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98,1391.98
62,–ÏÀ≥∑…,127.65,146.12,266.93,918.53,918.53,1068.06,1087.79,1095.59,1095.59,1099.8,1099.8,1099.8,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24,1301.24
64,’≈√˜∂´,85.57,107.32,227.47,227.47,624.62,1093.68,1115.1,1116.27,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53,1127.53
72, Ø¿⁄,200.82,200.82,252.21,330.59,330.59,330.59,409.24,475.63,1260.64,1260.64,1260.64,1260.64,1303.08,1331,1333.73,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1375.95,1394.74,1394.74,1394.74,1394.74,1394.74,1394.74,1394.74,1394.74,1394.74,1394.74,1394.74,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1412.34,1433.72,1433.72,1433.72,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69,1451.69
75,∆Î‘∆ÀÆ,230.55,257.92,257.92,257.92,301.62,301.62,494.23,998.32,998.32,1480.16,1543.75,1728.6,1868.55,1915.51,1943.38,1980.25,1980.25,1980.25,1984.03,1984.03,1984.03,1984.03,2000.31,2000.31,2080.28,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.72,2086.9,2086.9,2086.9,2086.9,2090.43,2116.06,2146.66,2168.61,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2207.16,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2216.75,2229.9,2252.31,2261.63,2267.43,2271.41,2271.41,2271.41,2276.13,2277.77,2277.77,2277.77,2280.57,2280.57,2280.57,2280.57,2280.57,2280.57,2280.57,2280.57,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23,2302.23
77,—Óπ˝,85.57,128.52,306.65,420.02,420.02,420.02,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42,871.42
78,≥¬æ¢,213.53,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23,263.23
80,÷‹Ω®—´,118.69,118.69,118.69,118.69,156.11,156.11,156.11,156.11,156.11,156.11,156.11,156.11,156.11,156.11,156.11,156.11,156.11,156.11,156.11,156.11,156.11,263.68,628.33,628.33,628.33,628.33,628.33,628.33,628.33,628.33,688.88,745.2,805.5,1534.75,1593.2,1606.54,1623.12,1623.12,1625.43,1650.23,1687.96,1700.13,1734.89,1734.89,1749.78,1801.6,1801.6,1807.35,1842.28,1847.07,1849.38,1849.38,1884.86,1913.11,1928.02,1983.51,1993.06,1999.37,1999.48,1999.48,1999.48,1999.48,1999.48,1999.66,1999.66,1999.66,1999.66,1999.66,2001.15,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11,2002.11
88,¿Ó«‡,107.27,127.41,200.73,237.68,381.07,907.06,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1038.71,1074.72,1074.72,1074.72,1136.91,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18,1163.18
94,Œ∫¿¥,400.09,456.64,469.34,469.34,469.34,469.34,469.34,504.28,504.28,504.28,524.61,567.81,628.79,649.26,649.26,649.26,649.26,967.75,967.75,967.75,982.52,982.52,998.78,998.78,998.78,998.78,998.78,998.78,998.78,998.78,998.78,998.78,998.78,998.78,1029.74,1029.74,1029.74,1029.74,1029.74,1029.74,1029.74,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1050.26,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1078.35,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9,1097.9
102,Œ§π∑Â,197.76,197.76,221.55,221.55,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84,266.84
103,∑—æ¢÷Ò,85.57,649.29,992.57,992.57,1003.35,1089.43,1089.43,1089.43,1089.43,1089.43,1089.43,1107.82,1107.82,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29,1139.29
116,÷Ïƒœ,121.59,357.97,529.54,794.47,817.86,817.86,817.86,817.86,817.86,832.21,832.21,885.7,885.7,885.7,900.69,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,916.68,992.42,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65,998.65
124,Œ‚√Œ–‹,128.98,532.41,632.93,776.9,1296.93,1366.9,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82,1379.82
